char	仒	仒	PQO	PQOL	LR	10	bing
char	仓	仓	QCL	QCLL	LR	343141	cang
char	仓	仓	QHL	QHLL	LR	343141	cang
char	仓	仓	QPL	QPLL	LR	343141	cang
char	仔	仔	QXD	QXDM	MIX	39762	zi
char	仕	仕	QF	QFLF	LR	17364	shi
char	他	他	QID	QIDL	LR	2934280	ta
char	仗	仗	QSQ	QSQL	LR	18383	zhang
char	付	付	QDN	QDNL	LR	881489	fu
char	仙	仙	QL	QLLL	LR	31391	xian
char	仙	仙	QM	QMLM	LR	31391	xian
char	仚	仚	QL	QLLL	LR	42	xian
char	仚	仚	QM	QMLM	LR	42	xian
char	仛	仛	QEI	QEIL	LR	8	tuo
char	仝	仝	QA	QALA	LR	522	tong
char	仞	仞	QCEN	QCEN	LR	201	ren
char	仞	仞	QHEN	QHEN	LR	201	ren
char	仞	仞	QPEN	QPEN	LR	201	ren
char	仟	仟	QES	QESL	LR	1169	qian
char	仡	仡	QQX	QQXM	MIX	291	ge
char	代	代	QNI	QNIL	LR	1782538	dai
char	令	令	QNXN	QNXN	MIX	352304	ling
char	以	以	VNQ	VNQL	LR	6409076	yi
char	仨	仨	QAAA	QAAA	LR	575	sa
char	仪	仪	QNQ	QNQL	LR	131669	yi
char	仫	仫	QEN	QENL	LR	207	mu
char	们	们	QMC	QMCL	LR	2795456	men
char	们	们	QMH	QMHL	LR	2795456	men
char	们	们	QMP	QMPL	LR	2795456	men
char	仮	仮	QEY	QEYL	LR	10	fan
char	仰	仰	QEVM	QEVM	LR	21490	yang
char	仲	仲	QL	QLLL	LR	58891	zhong
char	仲	仲	QM	QMLM	LR	58891	zhong
char	仵	仵	QQS	QQSL	LR	189	wu
char	件	件	QEW	QEWL	LR	1589538	jian
char	价	价	QQLM	QQLM	LR	3261158	jia
char	价	价	QQMM	QQMM	LR	3261158	jia
char	仹	仹	QWS	QWSL	LR	29	feng
char	任	任	QEF	QEFL	LR	2351694	ren
char	仼	仼	CQAF	CQAF	ENC	24	wang
char	仼	仼	PQAF	PQAF	LR	24	wang
char	份	份	QRCE	QRCE	LR	1867719	fen
char	份	份	QRHE	QRHE	LR	1867719	fen
char	份	份	QRPE	QRPE	LR	1867719	fen
char	仿	仿	QOEC	QOEC	LR	64389	fang
char	企	企	QOLA	QOLA	LR	3441035	qi
char	企	企	QOMA	QOMA	LR	3441035	qi
char	伃	伃	QXNX	QXNX	MIX	216	yu
char	伅	伅	QIL	QILL	LR	14	dun
char	伅	伅	QIM	QIML	LR	14	dun
char	伈	伈	QI	QILI	LR	7	xin
char	伉	伉	QOEX	QOEX	MIX	353	kang
char	伊	伊	QCQ	QCQL	LR	250645	yi
char	伊	伊	QHQ	QHQL	LR	250645	yi
char	伊	伊	QPQ	QPQL	LR	250645	yi
char	伋	伋	QXEY	QXEY	MIX	32	ji
char	伍	伍	QADA	QADA	LR	95187	wu
char	伎	伎	QSY	QSYL	LR	2381	ji
char	伏	伏	QNQ	QNQL	LR	105627	fu
char	伐	伐	QN	QNLN	LR	63445	fa
char	休	休	QD	QDLD	LR	184583	xiu
char	伕	伕	QWQ	QWQL	LR	16	fu
char	众	众	QQQ	QQQL	LR	911422	zhong
char	优	优	QNQL	QNQL	LR	1163708	you
char	伙	伙	QU	QULU	LR	256844	huo
char	会	会	QAAN	QAAN	LR	6877142	hui
char	伛	伛	CQCQ	CQCQ	ENC	9	yu
char	伛	伛	PQCQ	PQCQ	LR	9	yu
char	伛	伛	PQPQ	PQPQ	LR	9	yu
char	伝	伝	QAAN	QAAN	LR	8	yun
char	伞	伞	QUS	QUSL	LR	19483	san
char	伟	伟	QWC	QWCL	LR	252101	wei
char	伟	伟	QWH	QWHL	LR	252101	wei
char	伟	伟	QWP	QWPL	LR	252101	wei
char	传	传	QWXN	QWXN	MIX	1205604	chuan
char	伡	伡	QQW	QQWL	LR	6	che
char	伢	伢	QAVE	QAVE	LR	213	ya
char	伤	伤	QQQC	QQQC	LR	299815	shang
char	伥	伥	QIQ	QIQL	LR	58	chang
char	伦	伦	QQI	QQIL	LR	163300	lun
char	伧	伧	QQCL	QQCL	LR	3	cang
char	伧	伧	QQHL	QQHL	LR	3	cang
char	伧	伧	QQPL	QQPL	LR	3	cang
char	伩	伩	QOQ	QOQL	LR	6	xin
char	伪	伪	QNQC	QNQC	LR	60267	wei
char	伫	伫	QSA	QSAL	LR	625	zhu
char	伬	伬	QCQ	QCQL	LR	22	ze
char	伬	伬	QHQ	QHQL	LR	22	ze
char	伬	伬	QPQ	QPQL	LR	22	ze
char	伯	伯	QEJ	QEJL	LR	91742	bo
char	估	估	QSC	QSCL	LR	508864	gu
char	估	估	QSH	QSHL	LR	508864	gu
char	伲	伲	QCI	QCIL	LR	23	ni
char	伲	伲	QHI	QHIL	LR	23	ni
char	伲	伲	QPI	QPIL	LR	23	ni
char	伴	伴	QUW	QUWL	LR	205105	ban
char	伶	伶	QQNN	QQNN	LR	2334	ling
char	伸	伸	QLKM	QLKM	LR	55361	shen
char	伸	伸	QMKM	QMKM	LR	55361	shen
char	伺	伺	QCAH	QCAH	LR	4343	ci
char	伺	伺	QHAH	QHAH	LR	4343	ci
char	伺	伺	QPAH	QPAH	LR	4343	ci
char	似	似	QVNQ	QVNQ	LR	309250	si
char	伽	伽	QQCH	QQCH	LR	6731	jia
char	伽	伽	QQHH	QQHH	LR	6731	jia
char	伽	伽	QQPH	QQPH	LR	6731	jia
char	伾	伾	QAUA	QAUA	LR	2	pi
char	佀	佀	QCMH	QCMH	LR	8	si
char	佀	佀	QHLH	QHLH	LR	8	si
char	佀	佀	QHMH	QHMH	LR	8	si
char	佂	佂	QAOA	QAOA	LR	4	zheng
char	佃	佃	QK	QKLK	LR	328	dian
char	但	但	QJA	QJAL	LR	2555684	dan
char	佇	佇	QSAX	QSAX	MIX	7	zhu
char	佈	佈	QQLT	QQLT	LR	95	bu
char	佈	佈	QQMT	QQMT	LR	95	bu
char	佉	佉	QFN	QFNL	LR	11	qu
char	佋	佋	QCEH	QCEH	LR	3	zhao
char	佋	佋	QHEH	QHEH	LR	3	zhao
char	佋	佋	QPEH	QPEH	LR	3	zhao
char	位	位	QOG	QOGL	LR	2245388	wei
char	低	低	QEIA	QEIA	LR	1471268	di
char	住	住	QOF	QOFL	LR	868376	zhu
char	佐	佐	QQA	QQAL	LR	22564	zuo
char	佑	佑	QQC	QQCL	LR	10072	you
char	佑	佑	QQH	QQHL	LR	10072	you
char	体	体	QDA	QDAL	LR	3687457	ti
char	佔	佔	QOC	QOCL	LR	144	zhan
char	佔	佔	QOH	QOHL	LR	144	zhan
char	何	何	QAXH	QAXH	MIX	841279	he
char	佗	佗	QSI	QSIL	LR	670	tuo
char	佘	佘	QAAU	QAAU	LR	2322	she
char	余	余	QAD	QADL	LR	631077	yu
char	佚	佚	QEWQ	QEWQ	LR	323	yi
char	佛	佛	QLLX	QLLX	MIX	85978	fu
char	佛	佛	QMMX	QMMX	MIX	85978	fu
char	作	作	QEC	QECL	LR	5067446	zuo
char	作	作	QEH	QEHL	LR	5067446	zuo
char	作	作	QEP	QEPL	LR	5067446	zuo
char	佝	佝	QIC	QICL	LR	286	gou
char	佝	佝	QIH	QIHL	LR	286	gou
char	佞	佞	QAAV	QAAV	LR	56	ning
char	佟	佟	QEYO	QEYO	LR	4796	tong
char	你	你	QXU	QXUM	MIX	549244	ni
char	佡	佡	QQL	QQLL	LR	57	xian
char	佡	佡	QQM	QQML	LR	57	xian
char	佢	佢	QCC	QCCL	LR	8	qu
char	佢	佢	QHH	QHHL	LR	8	qu
char	佢	佢	QPP	QPPL	LR	8	qu
char	佣	佣	QTW	QTWL	LR	43166	yong
char	佤	佤	QAVX	QAVX	MIX	553	wa
char	佥	佥	QAUA	QAUA	LR	20	qian
char	佧	佧	QOAO	QOAO	LR	2	ka
char	佩	佩	QEXT	QEXT	MIX	69146	pei
char	佬	佬	QSQI	QSQI	LR	15471	lao
char	佯	佯	QGW	QGWL	LR	681	yang
char	佰	佰	QAJ	QAJL	LR	7427	bai
char	佲	佲	QXNH	QXNH	MIX	11	ming
char	佳	佳	QFF	QFFL	LR	215647	jia
char	佴	佴	QCS	QCSL	LR	18	nai
char	佴	佴	QHS	QHSL	LR	18	nai
char	佴	佴	QPS	QPSL	LR	18	nai
char	併	併	QGG	QGGL	LR	34	bing
char	佶	佶	QFC	QFCL	LR	411	ji
char	佶	佶	QFH	QFHL	LR	411	ji
char	佷	佷	QJV	QJVL	LR	110	hen
char	佸	佸	QESH	QESH	LR	309	huo
char	佹	佹	QXAL	QXAL	MIX	66	gui
char	佺	佺	QQAF	QQAF	LR	131	quan
char	佻	佻	QLAQ	QLAQ	LR	121	tiao
char	佻	佻	QMAQ	QMAQ	LR	121	tiao
char	佼	佼	QORQ	QORQ	LR	6944	jiao
char	佽	佽	QNAQ	QNAQ	LR	47	ci
char	佾	佾	QRT	QRTL	LR	112	yi
char	使	使	QSLQ	QSLQ	LR	1225864	shi
char	使	使	QSMQ	QSMQ	LR	1225864	shi
char	侀	侀	QAGX	QAGX	MIX	39	xing
char	侂	侂	QNEI	QNEI	LR	16	tuo
char	侃	侃	QCEL	QCEL	LR	13900	kan
char	侃	侃	QHEL	QHEL	LR	13900	kan
char	侄	侄	QANF	QANF	LR	4818	zhi
char	來	來	DQQ	DQQL	LR	120	lai
char	侈	侈	QXNX	QXNX	MIX	22258	chi
char	侉	侉	QQAC	QQAC	LR	16	kua
char	侊	侊	QUAL	QUAL	LR	10	guang
char	例	例	QAXX	QAXX	MIX	831602	li
char	侍	侍	QFDN	QFDN	LR	2319	shi
char	侏	侏	QESD	QESD	LR	997	zhu
char	侑	侑	QQT	QQTL	LR	165	you
char	侒	侒	QSV	QSVL	LR	8	an
char	侓	侓	QLW	QLWL	LR	3	lu
char	侓	侓	QMW	QMWL	LR	3	lu
char	侔	侔	QNEW	QNEW	LR	23	mou
char	侗	侗	QTAH	QTAH	LR	3498	dong
char	侘	侘	QSEI	QSEI	LR	7	cha
char	供	供	QGR	QGRL	LR	1538706	gong
char	依	依	QOEV	QOEV	LR	879917	yi
char	侠	侠	QQG	QQGL	LR	21297	xia
char	侣	侣	QCC	QCCL	LR	9445	lu
char	侣	侣	QHH	QHHL	LR	9445	lu
char	侥	侥	QSIL	QSIL	LR	7298	jiao
char	侦	侦	QOTQ	QOTQ	LR	92457	zhen
char	侧	侧	QTQX	QTQX	MIX	156390	ce
char	侨	侨	QEQM	QEQM	LR	109166	qiao
char	侩	侩	QQAN	QQAN	LR	100	kuai
char	侪	侪	QOQM	QOQM	LR	175	chai
char	侫	侫	QOVV	QOVV	LR	2	ning
char	侬	侬	QETV	QETV	LR	2145	nong
char	侮	侮	QQKO	QQKO	LR	6899	wu
char	侯	侯	QXAQ	QXAQ	MIX	30447	hou
char	侵	侵	QCAY	QCAY	LR	161810	qin
char	侵	侵	QHAY	QHAY	LR	161810	qin
char	侵	侵	QPAY	QPAY	LR	161810	qin
char	侶	侶	QCEH	QCEH	LR	5	lu
char	侶	侶	QHEH	QHEH	LR	5	lu
char	侽	侽	QKQC	QKQC	LR	3	nan
char	便	便	QALQ	QALQ	LR	605743	bian
char	便	便	QAMQ	QAMQ	LR	605743	bian
char	係	係	QEVU	QEVU	LR	34	xi
char	促	促	QCOQ	QCOQ	LR	492775	cu
char	促	促	QHOQ	QHOQ	LR	492775	cu
char	俄	俄	QEWN	QEWN	LR	395415	e
char	俅	俅	QNSY	QNSY	LR	30	qiu
char	俆	俆	QQAD	QQAD	LR	12	xu
char	俉	俉	QAAH	QAAH	LR	2	wu
char	俊	俊	QNRY	QNRY	LR	83072	jun
char	俋	俋	QCJL	QCJL	LR	33	yi
char	俋	俋	QHJL	QHJL	LR	33	yi
char	俍	俍	QNJV	QNJV	LR	7	liang
char	俎	俎	QQTA	QQTA	LR	474	zu
char	俏	俏	QUT	QUTL	LR	10757	qiao
char	俐	俐	QEDX	QEDX	MIX	1685	li
char	俑	俑	QXNT	QXNT	MIX	3330	yong
char	俗	俗	QRQH	QRQH	LR	71050	su
char	俘	俘	QTXD	QTXD	MIX	4338	fu
char	俚	俚	QKF	QKFL	LR	217	li
char	俜	俜	QLKC	QLKC	LR	2	ping
char	俜	俜	QMKC	QMKC	LR	2	ping
char	保	保	QCD	QCDL	LR	3893012	bao
char	保	保	QHD	QHDL	LR	3893012	bao
char	俞	俞	QATX	QATX	MIX	22162	yu
char	俟	俟	QNQQ	QNQQ	LR	68	qi
char	俠	俠	QQQQ	QQQQ	LR	5	xia
char	信	信	QOAH	QOAH	LR	3255576	xin
char	俢	俢	QEYE	QEYE	LR	12	xiu
char	俣	俣	QCAQ	QCAQ	LR	136	yu
char	俣	俣	QHAQ	QHAQ	LR	136	yu
char	俤	俤	QRXE	QRXE	MIX	79	di
char	俦	俦	QWQN	QWQN	LR	16	chou
char	俨	俨	QAGE	QAGE	LR	4820	yan
char	俩	俩	QAQT	QAQT	LR	21590	lia
char	俪	俪	CQATT	CQAT	ENC	2802	li
char	俪	俪	PQATT	PQAT	LR	2802	li
char	俬	俬	QEDN	QEDN	LR	43	si
char	俭	俭	QQAA	QQAA	LR	9402	jian
char	修	修	QLQE	QLQE	LR	469467	xiu
char	修	修	QMQE	QMQE	LR	469467	xiu
char	俯	俯	QNQN	QNQN	LR	4714	fu
char	俱	俱	QTAR	QTAR	LR	70620	ju
char	俳	俳	QLAO	QLAO	LR	18	pai
char	俳	俳	QMAO	QMAO	LR	18	pai
char	俵	俵	QWAV	QWAV	LR	23	biao
char	俶	俶	QOUY	QOUY	LR	113	chu
char	俸	俸	QWQW	QWQW	LR	552	feng
char	俺	俺	QQLL	QQLL	LR	1675	an
char	俺	俺	QQML	QQML	LR	1675	an
char	俾	俾	QEES	QEES	LR	665	bi
char	倆	倆	QALT	QALT	LR	7	lia
char	倆	倆	QAMT	QAMT	LR	7	lia
char	倉	倉	QNJH	QNJH	LR	4	cang
char	個	個	QKSH	QKSH	LR	34	ge
char	倌	倌	QSCH	QSCH	LR	376	guan
char	倌	倌	QSHH	QSHH	LR	376	guan
char	倍	倍	QOGH	QOGH	LR	331341	bei
char	倏	倏	QLQQ	QLQQ	LR	180	shu
char	倏	倏	QMQQ	QMQQ	LR	180	shu
char	們	們	QJX	QJXM	MIX	18	men
char	倒	倒	QAFX	QAFX	MIX	179294	dao
char	倓	倓	QUU	QUUL	LR	115	tan
char	倔	倔	QCLL	QCLL	LR	1214	jue
char	倔	倔	QHLL	QHLL	LR	1214	jue
char	倔	倔	QPLL	QPLL	LR	1214	jue
char	倕	倕	QESA	QESA	LR	6	chui
char	倖	倖	QFGS	QFGS	LR	9	xing
char	倗	倗	QTT	QTTL	LR	8	peng
char	倘	倘	QUTH	QUTH	LR	6299	tang
char	候	候	QLXQ	QLXQ	MIX	444739	hou
char	候	候	QMXQ	QMXQ	MIX	444739	hou
char	倚	倚	QQAH	QQAH	LR	4744	yi
char	倛	倛	QGAR	QGAR	LR	2	qi
char	倜	倜	QTFH	QTFH	LR	153	ti
char	倞	倞	QOCU	QOCU	LR	94	jing
char	倞	倞	QOHU	QOHU	LR	94	jing
char	借	借	QGJ	QGJL	LR	484207	jie
char	倠	倠	QQF	QQFL	LR	2	sui
char	倡	倡	QJJ	QJJL	LR	75499	chang
char	倢	倢	QSLQ	QSLQ	LR	289	jie
char	倢	倢	QSMQ	QSMQ	LR	289	jie
char	値	値	CQSTV	CQSV	ENC	3	zhi
char	値	値	PQSTV	PQSV	LR	3	zhi
char	倥	倥	QSRA	QSRA	LR	31	kong
char	倦	倦	QUWL	QUWL	LR	3248	juan
char	倨	倨	QCSH	QCSH	LR	76	ju
char	倨	倨	QHSH	QHSH	LR	76	ju
char	倨	倨	QPSH	QPSH	LR	76	ju
char	倩	倩	QWAT	QWAT	LR	11706	qian
char	倪	倪	QECL	QECL	LR	21289	ni
char	倪	倪	QEPL	QEPL	LR	21289	ni
char	倬	倬	QOJS	QOJS	LR	242	zhuo
char	倭	倭	QEDV	QEDV	LR	428	wo
char	倮	倮	QKD	QKDL	LR	74	luo
char	倴	倴	QQSG	QQSG	LR	2	ben
