B1B0	21329	卑
B1B1	21271	北
B1B2	36744	辈
B1B3	32972	背
B1B4	36125	贝
B1B5	38049	钡
B1B6	20493	倍
B1B7	29384	狈
B1B8	22791	备
B1B9	24811	惫
B1BA	28953	焙
B1BB	34987	被
B1BC	22868	奔
B1BD	33519	苯
B1BE	26412	本
B1BF	31528	笨
B1C0	23849	崩
B1C1	32503	绷
B1C2	29997	甭
B1C3	27893	泵
B1C4	36454	蹦
B1C5	36856	迸
B1C6	36924	逼
B1C7	40763	鼻
B1C8	27604	比
B1C9	37145	鄙
B1CA	31508	笔
B1CB	24444	彼
B1CC	30887	碧
B1CD	34006	蓖
B1CE	34109	蔽
B1CF	27605	毕
B1D0	27609	毙
B1D1	27606	毖
B1D2	24065	币
B1D3	24199	庇
B1D4	30201	痹
B1D5	38381	闭
B1D6	25949	敝
B1D7	24330	弊
B1D8	24517	必
B1D9	36767	辟
B1DA	22721	壁
B1DB	33218	臂
B1DC	36991	避
B1DD	38491	陛
B1DE	38829	鞭
B1DF	36793	边
B1E0	32534	编
B1E1	36140	贬
B1E2	25153	扁
B1E3	20415	便
B1E4	21464	变
B1E5	21342	卞
B1E6	36776	辨
B1E7	36777	辩
B1E8	36779	辫
B1E9	36941	遍
B1EA	26631	标
B1EB	24426	彪
B1EC	33176	膘
B1ED	34920	表
B1EE	40150	鳖
B1EF	24971	憋
B1F0	21035	别
B1F1	30250	瘪
B1F2	24428	彬
B1F3	25996	斌
B1F4	28626	濒
B1F5	28392	滨
B1F6	23486	宾
B1F7	25672	摈
B1F8	20853	兵
B1F9	20912	冰
B1FA	26564	柄
B1FB	19993	丙
B1FC	31177	秉
B1FD	39292	饼
B1FE	28851	炳
B2A1	30149	病
B2A2	24182	并
B2A3	29627	玻
B2A4	33760	菠
B2A5	25773	播
B2A6	25320	拨
B2A7	38069	钵
B2A8	27874	波
B2A9	21338	博
B2AA	21187	勃
B2AB	25615	搏
B2AC	38082	铂
B2AD	31636	箔
B2AE	20271	伯
B2AF	24091	帛
B2B0	33334	舶
B2B1	33046	脖
B2B2	33162	膊
B2B3	28196	渤
B2B4	27850	泊
B2B5	39539	驳
B2B6	25429	捕
B2B7	21340	卜
B2B8	21754	哺
B2B9	34917	补
B2BA	22496	埠
B2BB	19981	不
B2BC	24067	布
B2BD	27493	步
B2BE	31807	簿
B2BF	37096	部
B2C0	24598	怖
B2C1	25830	擦
B2C2	29468	猜
B2C3	35009	裁
B2C4	26448	材
B2C5	25165	才
B2C6	36130	财
B2C7	30572	睬
B2C8	36393	踩
B2C9	37319	采
B2CA	24425	彩
B2CB	33756	菜
B2CC	34081	蔡
B2CD	39184	餐
B2CE	21442	参
B2CF	34453	蚕
B2D0	27531	残
B2D1	24813	惭
B2D2	24808	惨
B2D3	28799	灿
B2D4	33485	苍
B2D5	33329	舱
B2D6	20179	仓
B2D7	27815	沧
B2D8	34255	藏
B2D9	25805	操
B2DA	31961	糙
B2DB	27133	槽
B2DC	26361	曹
B2DD	33609	草
B2DE	21397	厕
B2DF	31574	策
B2E0	20391	侧
B2E1	20876	册
B2E2	27979	测
B2E3	23618	层
B2E4	36461	蹭
B2E5	25554	插
B2E6	21449	叉
B2E7	33580	茬
B2E8	33590	茶
B2E9	26597	查
B2EA	30900	碴
B2EB	25661	搽
B2EC	23519	察
B2ED	23700	岔
B2EE	24046	差
B2EF	35815	诧
B2F0	25286	拆
B2F1	26612	柴
B2F2	35962	豺
B2F3	25600	搀
B2F4	25530	掺
B2F5	34633	蝉
B2F6	39307	馋
B2F7	35863	谗
B2F8	32544	缠
B2F9	38130	铲
B2FA	20135	产
B2FB	38416	阐
B2FC	39076	颤
B2FD	26124	昌
B2FE	29462	猖
B3A1	22330	场
B3A2	23581	尝
B3A3	24120	常
B3A4	38271	长
B3A5	20607	偿
